age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback
36,F,6KXSHJA,Village,Platinum Membership,14-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3:30:50,9,77.5,47763.08,10,827.36,No,Yes,Yes,Solved in Follow-up,Products always in Stock
58,F,0EDRQIF,,Gold Membership,04-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,12:46:03,14,84.98,12976.24,7,661.88,No,Yes,Yes,Solved,Poor Product Quality
25,M,PAZFU7C,,Platinum Membership,17-06-2016,Yes,CID8121,Credit/Debit Card Offers,Desktop,Wi-Fi,1:34:33,4,80.91,83152.7,13,,No,Yes,No,Not Applicable,Reasonable Price
32,F,X5P4KEP,Village,Basic Membership,25-08-2015,No,xxxxxxxx,,Desktop,Wi-Fi,21:04:21,15,68.57,36697.27,52.19264685,719.84,No,Yes,No,Not Applicable,No reason specified
10,M,09R56M7,City,Gold Membership,30-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,22:12:29,10,318.19,42269.12,17,839.49,Yes,Yes,Yes,No Information Available,User Friendly Website
34,F,LT5YWEN,City,Silver Membership,18-11-2017,Yes,CID34094,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:30:07,-999,-23.76619811,3688.21,12,672.31,No,Yes,Yes,Unsolved,Poor Website
15,M,GFRWHNP,,Gold Membership,11-11-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,22:22:44,10,128.82,47274.62,12,694.73,Yes,No,Yes,Solved in Follow-up,Poor Website
13,M,TPU1FKA,Town,Basic Membership,21-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:53:00,4,44.66,31085.72,24,64.16248256,Yes,No,No,Not Applicable,Poor Customer Service
53,F,BST47FM,Town,Silver Membership,29-06-2016,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19:12:17,12,554.05,40172.52,16,398.076394,No,Yes,No,Not Applicable,Poor Customer Service
13,M,SMTGARK,Town,No Membership,10-07-2017,Yes,CID53195,Credit/Debit Card Offers,?,Wi-Fi,2:52:44,8,34.48,7388.25,6,641.3,No,Yes,No,Not Applicable,No reason specified
20,M,W70F2JN,Town,Gold Membership,09-03-2015,?,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11:28:26,5,223.15,43607.93,19,654.82,Yes,Yes,Yes,Unsolved,Too many ads
63,M,QJJRT18,City,No Membership,15-10-2015,?,CID17028,Without Offers,Smartphone,Mobile_Data,0:56:45,8,95.61,34081.09,17,671.86,No,Yes,No,Not Applicable,Too many ads
34,M,A08L1NH,City,Gold Membership,10-11-2017,Yes,CID2051,Without Offers,Desktop,Mobile_Data,9:58:56,13,84.81,39121.18,14,783.7,No,Yes,Yes,Solved,No reason specified
60,M,AHZPE6L,City,Gold Membership,04-12-2015,Yes,CID17730,Credit/Debit Card Offers,Desktop,Mobile_Data,23:02:50,8,199.91,37780.04,20,710.13,No,Yes,Yes,Solved in Follow-up,No reason specified
44,F,B551NF1,City,Basic Membership,06-10-2017,?,CID39641,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:36:17,-999,153.33,40536.99,14,658.12,Yes,No,Yes,No Information Available,Too many ads
51,M,K1YUTPT,Town,Gold Membership,07-07-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,18:24:55,4,261.0,95413.96,16,835.83,Yes,No,Yes,Solved in Follow-up,Reasonable Price
62,F,WJSDQRY,Town,Silver Membership,18-02-2016,Yes,CID19480,Gift Vouchers/Coupons,Both,Fiber_Optic,22:07:17,10,1077.56,71531.48,14,750.96,Yes,Yes,Yes,Unsolved,User Friendly Website
52,M,FQBRHFU,,Premium Membership,15-12-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,6:58:39,4,179.41,52157.62,Error,354.2591378,No,Yes,No,Not Applicable,Products always in Stock
58,F,NRUIW8U,,Gold Membership,23-05-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,7:52:53,6,245.36,22189.33,13,1460.235006,No,Yes,No,Not Applicable,Poor Product Quality
38,M,PZUW561,Town,Premium Membership,19-06-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,7:04:46,10,34.11,43732.06,11,774.23,Yes,No,No,Not Applicable,Poor Product Quality
14,F,VFYMPHG,Town,No Membership,29-04-2017,Yes,CID23150,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:02:06,23,70.48,22069.72,29,,No,Yes,Yes,Unsolved,Too many ads
63,M,G5XFNH3,Town,Basic Membership,29-11-2015,Yes,CID21683,Credit/Debit Card Offers,Both,Wi-Fi,21:27:32,19,364.23,11568.62,27,574.59,Yes,No,Yes,Solved,No reason specified
21,M,I6MMXCJ,City,No Membership,11-08-2016,Yes,CID32887,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:38:51,12,128.32,41767.47,19,558.42,No,Yes,Yes,Solved,No reason specified
19,M,SLB2UW7,Town,Basic Membership,28-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:48:47,6,120.03,4689.81,14,628.1,No,Yes,Yes,Solved in Follow-up,Poor Customer Service
43,M,W1UNOKU,City,Platinum Membership,28-07-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,5:11:25,3,324.46,91522.92,15,822.28,Yes,No,No,Not Applicable,Reasonable Price
48,F,17JD6RM,City,Platinum Membership,10-06-2016,Yes,CID18565,Without Offers,Desktop,Mobile_Data,7:16:48,12,30.82,28321.67,28,707.62,Yes,No,Yes,Solved in Follow-up,Too many ads
15,M,1KSYTVZ,Town,Basic Membership,30-04-2015,Yes,CID56792,Without Offers,Both,Wi-Fi,8:26:11,9,259.89,7129.06,10,640.4,No,Yes,Yes,No Information Available,Too many ads
42,F,D9B18ZG,Town,No Membership,10-11-2016,Yes,CID15416,Without Offers,Desktop,Wi-Fi,23:14:54,10,30.71,40122.23,22,717.31,Yes,No,Yes,Solved in Follow-up,Poor Website
36,M,433KYZJ,Town,Gold Membership,01-05-2016,?,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,23:10:13,-999,449.38,17630.78,Error,273.6371481,No,Yes,No,Not Applicable,Poor Customer Service
36,M,Q9P20Y1,Village,Silver Membership,23-02-2015,Yes,CID62514,Without Offers,?,Mobile_Data,8:47:16,9,300.11,30645.15,13,715.31,No,Yes,Yes,Solved in Follow-up,Poor Customer Service
56,M,N9E9JDY,City,No Membership,18-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:25:12,19,159.89,39068.6,26,,Yes,No,No,Not Applicable,No reason specified
11,M,QYBRWOO,,Silver Membership,24-10-2016,Yes,CID6509,Credit/Debit Card Offers,Desktop,Mobile_Data,15:48:18,3,86.94,20820.44,Error,707.98,Yes,No,Yes,No Information Available,Poor Website
17,F,DCNJMZV,Town,No Membership,01-01-2016,Yes,CID26093,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:48:38,8,227.21,45301.3,12,591.19,No,Yes,Yes,Solved,Poor Website
42,F,OBZEIST,City,Platinum Membership,13-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:14:13,16,1138.790028,27877.32,22,733.36,Yes,No,No,Not Applicable,Poor Product Quality
44,F,JCRS26K,,Premium Membership,09-04-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:19:20,3,81.8,95287.83,16,497.9385235,Yes,No,No,Not Applicable,Products always in Stock
57,F,CPIOHQU,City,Silver Membership,28-04-2015,?,CID18246,Without Offers,Desktop,Mobile_Data,16:09:32,11,630.09,31122.64,11,1189.068238,Yes,No,Yes,Solved in Follow-up,No reason specified
54,M,0AGO7C2,City,Gold Membership,17-08-2016,?,CID14789,Gift Vouchers/Coupons,Desktop,Wi-Fi,2:54:54,12,245.99,8547.57,15,710.93,Yes,No,Yes,Unsolved,Poor Customer Service
27,F,SVU0VIG,City,Silver Membership,03-08-2017,?,CID61615,Without Offers,?,Wi-Fi,16:53:28,9,94.91,2257.93,24,961.5195211,Yes,No,Yes,Unsolved,Poor Customer Service
11,Unknown,RFY1JZU,Town,No Membership,20-04-2017,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,5:26:32,9,57.54,7710.83,7,,No,Yes,No,Not Applicable,No reason specified
33,M,7OMDTUY,City,Silver Membership,05-03-2016,?,CID58426,Without Offers,Desktop,Mobile_Data,23:33:23,3,34.23,29378.98,29,682.83,No,Yes,Yes,No Information Available,Poor Website
48,M,XE135B1,,Silver Membership,10-09-2015,Yes,CID6530,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2:29:32,14,55.13,61098.89,4,756.34,Yes,No,Yes,Solved,User Friendly Website
38,M,ZZ0H2RZ,Town,Silver Membership,27-04-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,4:11:56,12,71.61,19519.61,9,783.64,No,Yes,Yes,Solved,Poor Customer Service
64,M,TC9PXMB,City,No Membership,22-01-2015,Yes,CID42462,Without Offers,?,Wi-Fi,2:49:33,23,68.9,33038.9,14,690.41,No,Yes,No,Not Applicable,Poor Product Quality
19,F,GP11WDF,Town,Basic Membership,20-03-2016,Yes,CID50934,Without Offers,Desktop,Mobile_Data,0:36:05,14,120.77,5960.61,Error,699.65,Yes,No,Yes,Solved in Follow-up,No reason specified
23,F,WJWA2KL,Town,Silver Membership,23-11-2017,Yes,CID24318,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2:20:40,7,252.18,20683.57,25,636.79,Yes,No,Yes,Unsolved,No reason specified
21,M,0QWWVE8,,Premium Membership,05-01-2016,Yes,CID57488,Credit/Debit Card Offers,Both,Mobile_Data,3:24:18,9,691.68,25228.45,10,800.43,Yes,Yes,No,Not Applicable,Reasonable Price
40,M,NR3GRVU,Village,No Membership,08-11-2016,Yes,CID27243,Credit/Debit Card Offers,Desktop,Mobile_Data,4:35:01,-999,136.45,5286.93,6,610.2,Yes,No,No,Not Applicable,Poor Customer Service
41,M,RBXHPGX,City,Silver Membership,08-12-2016,Yes,CID55240,Credit/Debit Card Offers,Desktop,Wi-Fi,10:57:17,21,161.57,49711.43,21,686.4,Yes,No,No,Not Applicable,Poor Product Quality
